Nom de film,URL de Dbpedia,URL de Wikipedia
"['Telle mère, telle fille']",http://dbpedia.org/resource/Baby_Bumps,<http://www.wikidata.org/entity/Q27958381>
['Alibi.com'],http://dbpedia.org/resource/Alibi.com,<http://www.wikidata.org/entity/Q28001090>
['Liebmann'],vide,<http://www.wikidata.org/entity/Q28005117>
['Fixeur'],http://dbpedia.org/resource/The_Fixer_(2016_film),<http://www.wikidata.org/entity/Q27959201>
['Je danserai si je veux'],http://dbpedia.org/resource/In_Between_(2016_film),<http://www.wikidata.org/entity/Q27959603>
['Primaire'],http://dbpedia.org/resource/Primaire,<http://www.wikidata.org/entity/Q28222430>
['Baisers cachés'],http://dbpedia.org/resource/Hidden_Kisses,<http://www.wikidata.org/entity/Q28016972>
['Le Petit Locataire'],vide,<http://www.wikidata.org/entity/Q27907637>
['Sélection officielle'],vide,<http://www.wikidata.org/entity/Q28375657>
['Q25218391'],http://dbpedia.org/resource/Exile_(2016_film),<http://www.wikidata.org/entity/Q25218391>
['Maryline'],vide,<http://www.wikidata.org/entity/Q27665608>
['Braqueurs'],http://dbpedia.org/resource/The_Crew_(2015_film),<http://www.wikidata.org/entity/Q25396930>
['Frantz'],http://dbpedia.org/resource/Frantz_(film),<http://www.wikidata.org/entity/Q25395940>
['Pitchipoï'],vide,<http://www.wikidata.org/entity/Q25395880>
['Louis-Ferdinand Céline'],vide,<http://www.wikidata.org/entity/Q25395172>
['Q38459625'],http://dbpedia.org/resource/Brothers_(2017_adventure_film),<http://www.wikidata.org/entity/Q38459625>
['Lilly Wood and The Prick au Trianon'],vide,<http://www.wikidata.org/entity/Q37486469>
['Q47086752'],vide,<http://www.wikidata.org/entity/Q47086752>
['Tueurs'],http://dbpedia.org/resource/Above_the_Law_(2017_film),<http://www.wikidata.org/entity/Q47010036>
['Les Enfants de la chance'],vide,<http://www.wikidata.org/entity/Q27863631>
['Jours de France'],vide,<http://www.wikidata.org/entity/Q47378518>
['Tout pour être heureux'],http://dbpedia.org/resource/Dad_in_Training,<http://www.wikidata.org/entity/Q25396404>
"[""Mimosas : La Voie de l'Atlas""]",http://dbpedia.org/resource/Mimosas_(film),<http://www.wikidata.org/entity/Q25212131>
['Il a déjà tes yeux'],http://dbpedia.org/resource/Il_a_déjà_tes_yeux,<http://www.wikidata.org/entity/Q27887602>
['Normandie nue'],vide,<http://www.wikidata.org/entity/Q47168173>
['Trois jours à Quiberon'],http://dbpedia.org/resource/3_Days_in_Quiberon,<http://www.wikidata.org/entity/Q47406390>
['Soleil battant'],vide,<http://www.wikidata.org/entity/Q47010028>
['Le Daim'],http://dbpedia.org/resource/Deerskin_(film),<http://www.wikidata.org/entity/Q47952256>
['Q29025002'],vide,<http://www.wikidata.org/entity/Q29025002>
['Q29317067'],http://dbpedia.org/resource/Michel_Déon_ou_la_force_de_l'amitié,<http://www.wikidata.org/entity/Q29317067>
['Q29579010'],vide,<http://www.wikidata.org/entity/Q29579010>
['Une femme douce'],http://dbpedia.org/resource/A_Gentle_Creature_(2017_film),<http://www.wikidata.org/entity/Q29382552>
"[""L'Atelier""]",http://dbpedia.org/resource/The_Workshop_(film),<http://www.wikidata.org/entity/Q29391000>
['In the Fade'],http://dbpedia.org/resource/In_the_Fade,<http://www.wikidata.org/entity/Q28999157>
['24 Frames'],http://dbpedia.org/resource/24_Frames_(film),<http://www.wikidata.org/entity/Q29413353>
"[""L'Amant double""]",http://dbpedia.org/resource/L'Amant_double,<http://www.wikidata.org/entity/Q29390093>
['Kursk'],http://dbpedia.org/resource/Kursk_(film),<http://www.wikidata.org/entity/Q28974564>
"['Visages, villages']",http://dbpedia.org/resource/Faces_Places_(film),<http://www.wikidata.org/entity/Q29406094>
['La Caméra de Claire'],http://dbpedia.org/resource/Claire's_Camera,<http://www.wikidata.org/entity/Q29406218>
['Héritages'],vide,<http://www.wikidata.org/entity/Q28840746>
"[""Une prière avant l'aube""]",http://dbpedia.org/resource/A_Prayer_Before_Dawn_(film),<http://www.wikidata.org/entity/Q29406165>
['I Am Not a Witch'],http://dbpedia.org/resource/I_Am_Not_a_Witch,<http://www.wikidata.org/entity/Q29514875>
['No Limit Barz Full Documentary'],vide,<http://www.wikidata.org/entity/Q28914382>
['Chien'],vide,<http://www.wikidata.org/entity/Q48751477>
['Volubilis'],vide,<http://www.wikidata.org/entity/Q48752235>
['Dans la forêt'],vide,<http://www.wikidata.org/entity/Q48747058>
['Belinda'],vide,<http://www.wikidata.org/entity/Q48751954>
['Les Héritières'],http://dbpedia.org/resource/The_Heiresses_(2018_film),<http://www.wikidata.org/entity/Q48674323>
['Mes provinciales'],http://dbpedia.org/resource/A_Paris_Education,<http://www.wikidata.org/entity/Q48671762>
['Songs for Madagascar'],vide,<http://www.wikidata.org/entity/Q48747969>
['Le Monde ou rien'],http://dbpedia.org/resource/The_World_Is_Yours_(film),<http://www.wikidata.org/entity/Q48754248>
['Hostile'],vide,<http://www.wikidata.org/entity/Q48751535>
['Les Cercles du vicieux'],vide,<http://www.wikidata.org/entity/Q48749193>
"['Mme Mills, une voisine si parfaite']",http://dbpedia.org/resource/Mrs._Mills,<http://www.wikidata.org/entity/Q48748677>
['Satire dans la campagne'],vide,<http://www.wikidata.org/entity/Q48747645>
"[""C'est quoi ce travail ?""]",vide,<http://www.wikidata.org/entity/Q48749035>
['Sans adieu'],vide,<http://www.wikidata.org/entity/Q48751408>
['Vilaine Fille'],vide,<http://www.wikidata.org/entity/Q30729364>
['Ami-ami'],vide,<http://www.wikidata.org/entity/Q30738532>
['Je vais mieux'],http://dbpedia.org/resource/I_Feel_Better_(film),<http://www.wikidata.org/entity/Q30727794>
['Une saison en France'],http://dbpedia.org/resource/A_Season_in_France,<http://www.wikidata.org/entity/Q30728084>
['En attendant Violette'],vide,<http://www.wikidata.org/entity/Q30738066>
['Pris de court'],vide,<http://www.wikidata.org/entity/Q30738447>
['Les Derniers Parisiens'],vide,<http://www.wikidata.org/entity/Q30737756>
['La Tueuse caméléon'],vide,<http://www.wikidata.org/entity/Q30737921>
"[""L'Embarras du choix""]",vide,<http://www.wikidata.org/entity/Q30727491>
['Verdon Secret 3D'],vide,<http://www.wikidata.org/entity/Q30738454>
['Vive la crise !'],vide,<http://www.wikidata.org/entity/Q30738517>
"[""Deux escargots s'en vont""]",vide,<http://www.wikidata.org/entity/Q30729360>
"[""L'Odyssée de l'empathie""]",vide,<http://www.wikidata.org/entity/Q30738594>
['Domino'],http://dbpedia.org/resource/Domino_(2019_film),<http://www.wikidata.org/entity/Q51856428>
['Joueurs'],http://dbpedia.org/resource/Treat_Me_Like_Fire,<http://www.wikidata.org/entity/Q52062986>
['Cold War'],http://dbpedia.org/resource/Cold_War_(2018_film),<http://www.wikidata.org/entity/Q51834363>
"['Les Dents, pipi et au lit']",vide,<http://www.wikidata.org/entity/Q51077203>
['Les Moissonneurs'],http://dbpedia.org/resource/The_Harvesters_(film),<http://www.wikidata.org/entity/Q53998281>
['Demi-soeurs'],vide,<http://www.wikidata.org/entity/Q54219624>
"[""L'école est finie""]",vide,<http://www.wikidata.org/entity/Q54011334>
['Amoureux de ma femme'],vide,<http://www.wikidata.org/entity/Q52161808>
['En guerre'],http://dbpedia.org/resource/At_War,<http://www.wikidata.org/entity/Q51796946>
['Dogman'],http://dbpedia.org/resource/Dogman_(film),<http://www.wikidata.org/entity/Q51800111>
"[""C'est écrit""]",vide,<http://www.wikidata.org/entity/Q54666645>
['Un grand voyage vers la nuit'],http://dbpedia.org/resource/Long_Day's_Journey_into_Night_(2018_film),<http://www.wikidata.org/entity/Q51879925>
['Du soleil dans mes yeux'],vide,<http://www.wikidata.org/entity/Q52254792>
"[""La Pureté de l'enfance""]",vide,<http://www.wikidata.org/entity/Q51462274>
['Atelier de conversation'],vide,<http://www.wikidata.org/entity/Q54076791>
"[""L'Empire de la perfection""]",vide,<http://www.wikidata.org/entity/Q54165873>
['La Belle et la Belle'],vide,<http://www.wikidata.org/entity/Q51160510>
['Les Confins du monde'],http://dbpedia.org/resource/To_the_Ends_of_the_World,<http://www.wikidata.org/entity/Q52002467>
['Poétique du cerveau'],http://dbpedia.org/resource/Poétique_du_cerveau,<http://www.wikidata.org/entity/Q52494197>
['Les Ex'],vide,<http://www.wikidata.org/entity/Q30541725>
['Q57238750'],vide,<http://www.wikidata.org/entity/Q57238750>
['Q57958005'],http://dbpedia.org/resource/Ladybug_&_Cat_Noir_Awakening,<http://www.wikidata.org/entity/Q57958005>
['Q58834948'],vide,<http://www.wikidata.org/entity/Q58834948>
['En liberté !'],http://dbpedia.org/resource/The_Trouble_with_You,<http://www.wikidata.org/entity/Q30032653>
['La ligne de partage des eaux'],vide,<http://www.wikidata.org/entity/Q30103071>
"[""L'Architecte textile""]",http://dbpedia.org/resource/L'architecte_textile,<http://www.wikidata.org/entity/Q29635959>
"[""C'est qui cette fille ?""]",http://dbpedia.org/resource/Thirst_Street,<http://www.wikidata.org/entity/Q30101332>
['Le Vénérable W.'],http://dbpedia.org/resource/The_Venerable_W.,<http://www.wikidata.org/entity/Q30160679>
['Les Goûts et les Couleurs'],"http://dbpedia.org/resource/To_Each,_Her_Own",<http://www.wikidata.org/entity/Q55080334>
['Mauvaises herbes'],http://dbpedia.org/resource/Bad_Seeds_(2018_film),<http://www.wikidata.org/entity/Q58935346>
['Le sens de la fête'],http://dbpedia.org/resource/C'est_la_vie!_(2017_film),<http://www.wikidata.org/entity/Q30139493>
"[""On récolte ce que l'on sème""]",vide,<http://www.wikidata.org/entity/Q57618141>
['Q55390611'],http://dbpedia.org/resource/My_Uncle_Archimedes,<http://www.wikidata.org/entity/Q55390611>
['Edmond'],vide,<http://www.wikidata.org/entity/Q55596753>
['Break'],vide,<http://www.wikidata.org/entity/Q55595870>
"[""L'Amour et la Révolution""]",vide,<http://www.wikidata.org/entity/Q55597527>
['La Dernière Folie de Claire Darling'],http://dbpedia.org/resource/Claire_Darling,<http://www.wikidata.org/entity/Q55597718>
"['Neuilly sa mère, sa mère !']","http://dbpedia.org/resource/Neuilly_sa_mère,_sa_mère!",<http://www.wikidata.org/entity/Q55392239>
"[""Divino Inferno (Et Rodin créa la Porte de l'Enfer)""]",vide,<http://www.wikidata.org/entity/Q55596659>
"[""L'Air d'un oubli""]",vide,<http://www.wikidata.org/entity/Q55597524>
['Naméo et le Messager'],vide,<http://www.wikidata.org/entity/Q55598744>
['Nicky Larson et le Parfum de Cupidon'],http://dbpedia.org/resource/Nicky_Larson_et_le_parfum_de_Cupidon,<http://www.wikidata.org/entity/Q55598765>
['La Bataille du libre'],vide,<http://www.wikidata.org/entity/Q61348803>
['Q61642151'],vide,<http://www.wikidata.org/entity/Q61642151>
['Q61718140'],vide,<http://www.wikidata.org/entity/Q61718140>
['Q61718154'],vide,<http://www.wikidata.org/entity/Q61718154>
['Q61726955'],vide,<http://www.wikidata.org/entity/Q61726955>
['Q61726960'],vide,<http://www.wikidata.org/entity/Q61726960>
['Q61869996'],vide,<http://www.wikidata.org/entity/Q61869996>
['Persona non grata'],vide,<http://www.wikidata.org/entity/Q62057776>
['Les petites mains'],http://dbpedia.org/resource/Little_Hands_(2017_film),<http://www.wikidata.org/entity/Q61856273>
['Sybil'],http://dbpedia.org/resource/Sibyl_(2019_film),<http://www.wikidata.org/entity/Q63246632>
['Les Misérables'],http://dbpedia.org/resource/Les_Misérables_(2019_film),<http://www.wikidata.org/entity/Q63246549>
['Atlantique'],http://dbpedia.org/resource/Atlantics,<http://www.wikidata.org/entity/Q63212985>
['Internet ou la révolution du partage'],vide,<http://www.wikidata.org/entity/Q61353569>
['Système K'],vide,<http://www.wikidata.org/entity/Q61726266>
['Bêtes blondes'],vide,<http://www.wikidata.org/entity/Q62201772>
['Still Recording'],vide,<http://www.wikidata.org/entity/Q62606619>
['La Belle Époque'],http://dbpedia.org/resource/La_Belle_Époque_(film),<http://www.wikidata.org/entity/Q63213666>
['Le Jeune Ahmed'],http://dbpedia.org/resource/Young_Ahmed,<http://www.wikidata.org/entity/Q63210124>
['La Lutte des classes'],vide,<http://www.wikidata.org/entity/Q62694790>
['Synonymes'],http://dbpedia.org/resource/Synonyms_(film),<http://www.wikidata.org/entity/Q61672685>
['Nos défaites'],vide,<http://www.wikidata.org/entity/Q61728346>
['All That Is Solid'],vide,<http://www.wikidata.org/entity/Q61819006>
"['Religieuses abusées, l’autre scandale de l’Église']","http://dbpedia.org/resource/Religieuses_abusées,_l'autre_scandale_de_l'Église",<http://www.wikidata.org/entity/Q62075979>
['Mais vous êtes fous'],vide,<http://www.wikidata.org/entity/Q63218613>
['Bacurau'],http://dbpedia.org/resource/Bacurau,<http://www.wikidata.org/entity/Q63246555>
['Les Sentinelles'],vide,<http://www.wikidata.org/entity/Q61778736>
"[""Thomas Pesquet: L'odyssée de l'Espace""]",vide,<http://www.wikidata.org/entity/Q61672699>
"['God exists, her name is Petrunija']","http://dbpedia.org/resource/God_Exists,_Her_Name_Is_Petrunija",<http://www.wikidata.org/entity/Q61692940>
['Chamboultout'],vide,<http://www.wikidata.org/entity/Q62694631>
['Après demain'],vide,<http://www.wikidata.org/entity/Q62978639>
['Portrait de la jeune fille en feu'],http://dbpedia.org/resource/Portrait_of_a_Lady_on_Fire,<http://www.wikidata.org/entity/Q63246568>
['Chambre 212'],http://dbpedia.org/resource/On_a_Magical_Night,<http://www.wikidata.org/entity/Q63247471>
['Le Traître'],http://dbpedia.org/resource/The_Traitor_(2019_film),<http://www.wikidata.org/entity/Q63213307>
['Nos vies formidables'],vide,<http://www.wikidata.org/entity/Q61642175>
['Paradise Beach'],http://dbpedia.org/resource/Paradise_Beach_(film),<http://www.wikidata.org/entity/Q61873243>
['Starbucks sans filtre'],vide,<http://www.wikidata.org/entity/Q61912730>
['It Must Be Heaven'],http://dbpedia.org/resource/It_Must_Be_Heaven,<http://www.wikidata.org/entity/Q63226387>
['Une intime conviction'],vide,<http://www.wikidata.org/entity/Q61782532>
['Kaamelott – Premier Volet'],http://dbpedia.org/resource/Kaamelott:_The_First_Chapter,<http://www.wikidata.org/entity/Q61874542>
"['Roubaix, une lumière']",http://dbpedia.org/resource/Oh_Mercy!,<http://www.wikidata.org/entity/Q63207551>
['Talking About Trees'],http://dbpedia.org/resource/Talking_About_Trees,<http://www.wikidata.org/entity/Q61726687>
['Jessica Forever'],http://dbpedia.org/resource/Jessica_Forever,<http://www.wikidata.org/entity/Q61749155>
['Antoine Griezmann : Champion Du Monde'],http://dbpedia.org/resource/Antoine_Griezmann:_The_Making_of_a_Legend,<http://www.wikidata.org/entity/Q62663220>
"[""L'Homme dauphin, sur les traces de Jacques Mayol""]",http://dbpedia.org/resource/Dolphin_Man,<http://www.wikidata.org/entity/Q62018311>
['Tel Aviv on Fire'],http://dbpedia.org/resource/Tel_Aviv_on_Fire,<http://www.wikidata.org/entity/Q61642158>
"[""L'Adieu à la nuit""]",vide,<http://www.wikidata.org/entity/Q61723042>
['Je suis le peuple'],vide,<http://www.wikidata.org/entity/Q61726934>
['Le Lac aux oies sauvages'],http://dbpedia.org/resource/The_Wild_Goose_Lake,<http://www.wikidata.org/entity/Q63213933>
['Q55614109'],http://dbpedia.org/resource/Hybrids_(2017_film),<http://www.wikidata.org/entity/Q55614109>
['Q56061833'],vide,<http://www.wikidata.org/entity/Q56061833>
['Phantom Power'],vide,<http://www.wikidata.org/entity/Q55598978>
['Bonhomme'],vide,<http://www.wikidata.org/entity/Q56310723>
['Swallow'],http://dbpedia.org/resource/Swallow_(2019_film),<http://www.wikidata.org/entity/Q55634470>
['M'],vide,<http://www.wikidata.org/entity/Q56061856>
['Frères ennemis'],http://dbpedia.org/resource/Close_Enemies_(film),<http://www.wikidata.org/entity/Q56275434>
['Rojo'],vide,<http://www.wikidata.org/entity/Q55990533>
['Maya'],http://dbpedia.org/resource/Maya_(2018_film),<http://www.wikidata.org/entity/Q56278268>
['Bluebird'],http://dbpedia.org/resource/A_Bluebird_in_My_Heart,<http://www.wikidata.org/entity/Q55600067>
['Rendez-vous chez les Malawa'],vide,<http://www.wikidata.org/entity/Q55599312>
"[""Train de vies ou les voyages d'Angélique""]",vide,<http://www.wikidata.org/entity/Q55600036>
['Capri-Revolution'],http://dbpedia.org/resource/Capri-Revolution,<http://www.wikidata.org/entity/Q55760195>
['Serge Pey et la boîte aux lettres du cimetière'],vide,<http://www.wikidata.org/entity/Q56306349>
['Nuytten/Film'],vide,<http://www.wikidata.org/entity/Q56309380>
['Sauvage'],http://dbpedia.org/resource/Sauvage_(film),<http://www.wikidata.org/entity/Q55599829>
['Vaurien'],vide,<http://www.wikidata.org/entity/Q55600133>
['Photo de famille'],vide,<http://www.wikidata.org/entity/Q55598993>
['Sibel'],http://dbpedia.org/resource/Sibel_(film),<http://www.wikidata.org/entity/Q56061842>
['All Inclusive'],http://dbpedia.org/resource/All_Inclusive_(2019_film),<http://www.wikidata.org/entity/Q55603668>
['Pas comme lui'],vide,<http://www.wikidata.org/entity/Q55598934>
"[""L'Intervention""]",http://dbpedia.org/resource/15_Minutes_of_War,<http://www.wikidata.org/entity/Q55600371>
"[""Le maître est l'enfant""]",vide,<http://www.wikidata.org/entity/Q56235900>
"[""L'Ange du Nord""]",http://dbpedia.org/resource/Angel_of_the_North_(film),<http://www.wikidata.org/entity/Q56259831>
"[""What You Gonna Do When the World's on Fire?""]",http://dbpedia.org/resource/What_You_Gonna_Do_When_the_World's_on_Fire%3F,<http://www.wikidata.org/entity/Q56274948>
['Le Cahier noir'],http://dbpedia.org/resource/The_Black_Book_(2018_film),<http://www.wikidata.org/entity/Q56281346>
"[""Une part d'ombre""]",http://dbpedia.org/resource/The_Benefit_of_the_Doubt,<http://www.wikidata.org/entity/Q56303495>
['Signer'],vide,<http://www.wikidata.org/entity/Q55599894>
['Hier'],vide,<http://www.wikidata.org/entity/Q56005560>
['Golden Glove'],http://dbpedia.org/resource/The_Golden_Glove,<http://www.wikidata.org/entity/Q56054702>
"[""L'Âge de déraison""]",vide,<http://www.wikidata.org/entity/Q56305743>
['Family Games'],vide,<http://www.wikidata.org/entity/Q56308414>
['Première Année'],vide,<http://www.wikidata.org/entity/Q55599169>
['Vierges'],vide,<http://www.wikidata.org/entity/Q55600146>
"[""L'Âge des sirènes""]",vide,<http://www.wikidata.org/entity/Q56303943>
['Argerich'],vide,<http://www.wikidata.org/entity/Q56190136>
['En mille morceaux'],http://dbpedia.org/resource/A_Thousand_Pieces,<http://www.wikidata.org/entity/Q55603030>
['Mademoiselle de Joncquières'],http://dbpedia.org/resource/Lady_J,<http://www.wikidata.org/entity/Q56276944>
"['Ni juge, ni soumise']",vide,<http://www.wikidata.org/entity/Q56304346>
['Roulez jeunesse'],vide,<http://www.wikidata.org/entity/Q55774747>
"['Vous êtes jeunes, vous êtes beaux']",http://dbpedia.org/resource/Vous_êtes_jeunes_vous_êtes_beaux,<http://www.wikidata.org/entity/Q55638279>
['Le Soldat méconnu'],vide,<http://www.wikidata.org/entity/Q56101222>
['Maman Colonelle'],http://dbpedia.org/resource/Mama_Colonel,<http://www.wikidata.org/entity/Q56302301>
"[""Les Versets de l'oubli""]",vide,<http://www.wikidata.org/entity/Q56310160>
['Mère Océan'],vide,<http://www.wikidata.org/entity/Q56311448>
['Un peuple et son roi'],"http://dbpedia.org/resource/One_Nation,_One_King",<http://www.wikidata.org/entity/Q55600093>
['Les Étendues imaginaires'],http://dbpedia.org/resource/A_Land_Imagined,<http://www.wikidata.org/entity/Q56064134>
"[""L'homme fidèle""]",http://dbpedia.org/resource/A_Faithful_Man,<http://www.wikidata.org/entity/Q56152850>
"['Latifa, le cœur au combat']",vide,<http://www.wikidata.org/entity/Q56304418>
['Il se passe quelque chose'],vide,<http://www.wikidata.org/entity/Q56310722>
['Nos batailles'],http://dbpedia.org/resource/Our_Struggles,<http://www.wikidata.org/entity/Q55598788>
['Nous finirons ensemble'],vide,<http://www.wikidata.org/entity/Q55598789>
"[""Funérailles (de l'art de mourir)""]",vide,<http://www.wikidata.org/entity/Q55717585>
"['Daniel Darc, Pieces of My Life']",vide,<http://www.wikidata.org/entity/Q66528410>
['Made in Bangladesh'],http://dbpedia.org/resource/Made_in_Bangladesh_(2019_film),<http://www.wikidata.org/entity/Q66589280>
"['Fahavalo, Madagascar 1947']","http://dbpedia.org/resource/Fahavalo,_Madagascar_1947",<http://www.wikidata.org/entity/Q75610719>
['Villa Caprice'],vide,<http://www.wikidata.org/entity/Q67408577>
['Footballeur et homo\u2009: au cœur du tabou'],vide,<http://www.wikidata.org/entity/Q70709852>
['Un lien qui nous élève'],vide,<http://www.wikidata.org/entity/Q76400222>
"[""L'Ivresse d'une oasis""]",http://dbpedia.org/resource/Ashes_of_Dreams,<http://www.wikidata.org/entity/Q74258887>
['Q66760459'],vide,<http://www.wikidata.org/entity/Q66760459>
['Q66765179'],vide,<http://www.wikidata.org/entity/Q66765179>
['Q66826827'],vide,<http://www.wikidata.org/entity/Q66826827>
['Q67203987'],vide,<http://www.wikidata.org/entity/Q67203987>
['Q67517423'],vide,<http://www.wikidata.org/entity/Q67517423>
['Q67517429'],vide,<http://www.wikidata.org/entity/Q67517429>
['Q67517438'],vide,<http://www.wikidata.org/entity/Q67517438>
['Q67780109'],vide,<http://www.wikidata.org/entity/Q67780109>
['Andy'],vide,<http://www.wikidata.org/entity/Q67200778>
['Le Dindon'],vide,<http://www.wikidata.org/entity/Q68302404>
['Camille'],vide,<http://www.wikidata.org/entity/Q71013920>
['Q71421636'],vide,<http://www.wikidata.org/entity/Q71421636>
['Terminal Sud'],http://dbpedia.org/resource/South_Terminal,<http://www.wikidata.org/entity/Q66588551>
['Furie'],http://dbpedia.org/resource/Get_In_(film),<http://www.wikidata.org/entity/Q73450883>
['Gloria Mundi'],http://dbpedia.org/resource/Gloria_Mundi_(film),<http://www.wikidata.org/entity/Q67146474>
['Le Capital au XXIe siècle'],vide,<http://www.wikidata.org/entity/Q67367560>
"[""J'irai où tu iras""]",vide,<http://www.wikidata.org/entity/Q68091381>
['Le Peuple Loup'],http://dbpedia.org/resource/Wolfwalkers,<http://www.wikidata.org/entity/Q68681463>
['Q75823148'],vide,<http://www.wikidata.org/entity/Q75823148>
['Q75836361'],vide,<http://www.wikidata.org/entity/Q75836361>
['Q76122712'],vide,<http://www.wikidata.org/entity/Q76122712>
['La Communion'],http://dbpedia.org/resource/Corpus_Christi_(2019_film),<http://www.wikidata.org/entity/Q66758332>
['Le Lion'],vide,<http://www.wikidata.org/entity/Q75165504>
['France'],http://dbpedia.org/resource/France_(film),<http://www.wikidata.org/entity/Q76488728>
['Madre'],http://dbpedia.org/resource/Mother_(2019_Spanish_film),<http://www.wikidata.org/entity/Q71307273>
['OSS 117 : Alerte rouge en Afrique noire'],http://dbpedia.org/resource/OSS_117:_From_Africa_with_Love,<http://www.wikidata.org/entity/Q67805539>
['Fourmi'],vide,<http://www.wikidata.org/entity/Q66831826>
['Bonjour le monde !'],vide,<http://www.wikidata.org/entity/Q69884673>
['Cinéma au féminin pluri(elles)'],vide,<http://www.wikidata.org/entity/Q72521715>
['My Zoé'],http://dbpedia.org/resource/My_Zoe,<http://www.wikidata.org/entity/Q73516576>
['Banlieusards'],http://dbpedia.org/resource/Street_Flow,<http://www.wikidata.org/entity/Q71285080>
"['Howard Zinn, une histoire populaire américaine']",vide,<http://www.wikidata.org/entity/Q66686325>
['Joyeuse Retraite !'],vide,<http://www.wikidata.org/entity/Q66754750>
['Une espèce à part'],vide,<http://www.wikidata.org/entity/Q66766667>
['Brutus vs César'],vide,<http://www.wikidata.org/entity/Q67744011>
['La llorona'],http://dbpedia.org/resource/La_Llorona_(2019_film),<http://www.wikidata.org/entity/Q66813625>
['Sac la mort'],vide,<http://www.wikidata.org/entity/Q75017603>
"[""Les Sorcières d'Akelarre""]",http://dbpedia.org/resource/Coven_(2020_film),<http://www.wikidata.org/entity/Q66622668>
['Docteur ?'],vide,<http://www.wikidata.org/entity/Q75701235>
['Nouvelle Cordée'],vide,<http://www.wikidata.org/entity/Q75848279>
['Un monde plus grand'],vide,<http://www.wikidata.org/entity/Q76400523>
['Ma dame au camélia'],vide,<http://www.wikidata.org/entity/Q76589847>
['La Grande Classe'],http://dbpedia.org/resource/Back_to_School_(2019_film),<http://www.wikidata.org/entity/Q67145035>
['Ne croyez surtout pas que je hurle'],vide,<http://www.wikidata.org/entity/Q67322115>
['Place des victoires'],vide,<http://www.wikidata.org/entity/Q71308959>
['Le meilleur reste à venir'],vide,<http://www.wikidata.org/entity/Q72842335>
['La Dernière Lettre de son amant'],http://dbpedia.org/resource/The_Last_Letter_from_Your_Lover,<http://www.wikidata.org/entity/Q72917013>
['Avantages de Voyager en Train'],http://dbpedia.org/resource/Advantages_of_Travelling_by_Train,<http://www.wikidata.org/entity/Q73223275>
"['Jamais sans toi, Louna']",vide,<http://www.wikidata.org/entity/Q67586607>
['Un divan à Tunis'],http://dbpedia.org/resource/Arab_Blues,<http://www.wikidata.org/entity/Q67761708>
['Le Temps des forêts'],vide,<http://www.wikidata.org/entity/Q72110863>
['Liberté'],http://dbpedia.org/resource/Liberté_(2019_film),<http://www.wikidata.org/entity/Q63821252>
['Roxane'],vide,<http://www.wikidata.org/entity/Q64022205>
['Adam'],http://dbpedia.org/resource/Adam_(2019_Moroccan_film),<http://www.wikidata.org/entity/Q64159803>
['Mon frère'],http://dbpedia.org/resource/Mon_frère,<http://www.wikidata.org/entity/Q65017055>
['La Vérité'],http://dbpedia.org/resource/The_Truth_(2019_film),<http://www.wikidata.org/entity/Q64666990>
['Yvonne'],vide,<http://www.wikidata.org/entity/Q64224828>
['Jeanne'],http://dbpedia.org/resource/Joan_of_Arc_(2019_film),<http://www.wikidata.org/entity/Q63821555>
['Régénération'],vide,<http://www.wikidata.org/entity/Q63862921>
['Lune de miel'],vide,<http://www.wikidata.org/entity/Q64022626>
['Yves'],http://dbpedia.org/resource/All_About_Yves,<http://www.wikidata.org/entity/Q64019633>
"[""Je voudrais que quelqu'un m'attende quelque part""]",http://dbpedia.org/resource/I_Wish_Someone_Were_Waiting_for_Me_Somewhere_(film),<http://www.wikidata.org/entity/Q64007200>
['Où le souffle est resté'],vide,<http://www.wikidata.org/entity/Q64262193>
['Eidi'],vide,<http://www.wikidata.org/entity/Q64262420>
['Pauvre Georges !'],vide,<http://www.wikidata.org/entity/Q64438325>
['Divorce Club'],vide,<http://www.wikidata.org/entity/Q64733269>
"[""L'Histoire de ma femme""]",http://dbpedia.org/resource/The_Story_of_My_Wife_(film),<http://www.wikidata.org/entity/Q64995036>
"[""L'Arche de Noé""]",vide,<http://www.wikidata.org/entity/Q64265706>
['Just a Gigolo'],vide,<http://www.wikidata.org/entity/Q64590467>
['Raoul Taburin'],vide,<http://www.wikidata.org/entity/Q63992740>
['Reruns'],vide,<http://www.wikidata.org/entity/Q64225004>
"[""Le Serment d'Hippocrate""]",vide,<http://www.wikidata.org/entity/Q64264406>
['Baluty'],vide,<http://www.wikidata.org/entity/Q64265185>
['Beau Joueur'],vide,<http://www.wikidata.org/entity/Q64350958>
['Haut les filles'],vide,<http://www.wikidata.org/entity/Q64370096>
"[""1802, l'épopée guadeloupéenne""]",vide,<http://www.wikidata.org/entity/Q64400634>
['Papicha'],http://dbpedia.org/resource/Papicha,<http://www.wikidata.org/entity/Q64768551>
['Les Marcheurs\xa0: chronique des années beurs'],vide,<http://www.wikidata.org/entity/Q64878007>
['Splintertime'],vide,<http://www.wikidata.org/entity/Q64224997>
['Últimas ondas'],vide,<http://www.wikidata.org/entity/Q64262566>
['Premier de la classe'],vide,<http://www.wikidata.org/entity/Q64821644>
['Sons of Philadelphia'],http://dbpedia.org/resource/Brothers_by_Blood,<http://www.wikidata.org/entity/Q64521216>
