Nom de film,URL de Dbpedia,URL de Wikipedia
"[""L'Incomprise""]",http://dbpedia.org/resource/Misunderstood_(2014_film),<http://www.wikidata.org/entity/Q16736424>
['Taken 3'],http://dbpedia.org/resource/Taken_3,<http://www.wikidata.org/entity/Q16781911>
['Gemma Bovery'],http://dbpedia.org/resource/Gemma_Bovery_(film),<http://www.wikidata.org/entity/Q16864725>
['The Lobster'],http://dbpedia.org/resource/The_Lobster,<http://www.wikidata.org/entity/Q16996794>
['Le jour du mineur'],vide,<http://www.wikidata.org/entity/Q16697579>
['Benoît Brisefer : Les Taxis rouges'],vide,<http://www.wikidata.org/entity/Q16864664>
['Q17085692'],http://dbpedia.org/resource/Berlin_Calling_(2014_film),<http://www.wikidata.org/entity/Q17085692>
['Boomerang'],http://dbpedia.org/resource/Boomerang_(2015_film),<http://www.wikidata.org/entity/Q17175053>
['Chemin de croix'],http://dbpedia.org/resource/Stations_of_the_Cross_(film),<http://www.wikidata.org/entity/Q17121784>
['Q19434487'],http://dbpedia.org/resource/The_Winter,<http://www.wikidata.org/entity/Q19434487>
['Elle'],http://dbpedia.org/resource/Elle_(film),<http://www.wikidata.org/entity/Q19544495>
['Chocolat'],http://dbpedia.org/resource/Chocolat_(2016_film),<http://www.wikidata.org/entity/Q19521218>
"['Congo, un médecin pour sauver les femmes']",vide,<http://www.wikidata.org/entity/Q19544199>
['Les Règles du jeu'],vide,<http://www.wikidata.org/entity/Q19608924>
['Spartacus & Cassandra'],vide,<http://www.wikidata.org/entity/Q19608962>
['Une rencontre'],http://dbpedia.org/resource/Quantum_Love,<http://www.wikidata.org/entity/Q17133430>
['Cerise'],vide,<http://www.wikidata.org/entity/Q19544061>
['Asphalte'],http://dbpedia.org/resource/Macadam_Stories,<http://www.wikidata.org/entity/Q19543842>
['Les Jours venus'],vide,<http://www.wikidata.org/entity/Q18923519>
"[""Fou d'amour""]",http://dbpedia.org/resource/Mad_Love_(2015_film),<http://www.wikidata.org/entity/Q19544638>
['Love and Friendship'],http://dbpedia.org/resource/Love_&_Friendship,<http://www.wikidata.org/entity/Q19363674>
['Les Innocentes'],http://dbpedia.org/resource/The_Innocents_(2016_film),<http://www.wikidata.org/entity/Q19365645>
['Une enfance'],http://dbpedia.org/resource/A_Childhood,<http://www.wikidata.org/entity/Q19609019>
"[""Au fil d'Ariane""]",http://dbpedia.org/resource/Ariane's_Thread,<http://www.wikidata.org/entity/Q17174401>
['Brimstone'],http://dbpedia.org/resource/Brimstone_(2016_film),<http://www.wikidata.org/entity/Q19571121>
['Quand on a 17 ans'],http://dbpedia.org/resource/Being_17,<http://www.wikidata.org/entity/Q19365749>
['Lettre filmée de Jean-Luc Godard à Gilles Jacob et Thierry Frémaux'],http://dbpedia.org/resource/Letter_in_Motion_to_Gilles_Jacob_and_Thierry_Frémaux,<http://www.wikidata.org/entity/Q19572632>
['Il racconto dei racconti'],http://dbpedia.org/resource/Tale_of_Tales_(2015_film),<http://www.wikidata.org/entity/Q19587078>
['Le Paon de Nuit'],http://dbpedia.org/resource/Night_Peacock,<http://www.wikidata.org/entity/Q19263880>
['La Duchesse de Varsovie'],vide,<http://www.wikidata.org/entity/Q19544318>
['Max et Lenny'],vide,<http://www.wikidata.org/entity/Q19545122>
['Mon amie Victoria'],http://dbpedia.org/resource/My_Friend_Victoria,<http://www.wikidata.org/entity/Q19545170>
['Sud eau nord déplacer'],vide,<http://www.wikidata.org/entity/Q19608968>
['Voyage en Chine'],http://dbpedia.org/resource/Journey_Through_China,<http://www.wikidata.org/entity/Q19609047>
['Blood Father'],http://dbpedia.org/resource/Blood_Father,<http://www.wikidata.org/entity/Q17150575>
['Entre amis'],http://dbpedia.org/resource/Entre_amis,<http://www.wikidata.org/entity/Q19608827>
"[""L'Enfance d'un chef""]",http://dbpedia.org/resource/The_Childhood_of_a_Leader_(film),<http://www.wikidata.org/entity/Q19007192>
['Rendez-vous à Atlit'],http://dbpedia.org/resource/Atlit_(film),<http://www.wikidata.org/entity/Q19118997>
['Disparue en hiver'],vide,<http://www.wikidata.org/entity/Q19544286>
['The Sea is behind'],http://dbpedia.org/resource/The_Sea_Is_Behind,<http://www.wikidata.org/entity/Q19581930>
['Nos femmes'],vide,<http://www.wikidata.org/entity/Q19608882>
"[""Faire: L'amour""]",http://dbpedia.org/resource/Faire:_L'amour,<http://www.wikidata.org/entity/Q17075459>
"['Caricaturistes, fantassins de la démocratie']",http://dbpedia.org/resource/Cartoonists_-_Foot_Soldiers_of_Democracy,<http://www.wikidata.org/entity/Q17175641>
['Le Bouton de nacre'],http://dbpedia.org/resource/The_Pearl_Button,<http://www.wikidata.org/entity/Q18959449>
['La Femme de Rio'],vide,<http://www.wikidata.org/entity/Q19544602>
['Africaine'],vide,<http://www.wikidata.org/entity/Q19543765>
['Les Chèvres de ma mère'],vide,<http://www.wikidata.org/entity/Q17176198>
['Barbicania'],http://dbpedia.org/resource/Barbicania,<http://www.wikidata.org/entity/Q19363548>
['À trois on y va'],http://dbpedia.org/resource/All_About_Them,<http://www.wikidata.org/entity/Q19606233>
['Au sol'],vide,<http://www.wikidata.org/entity/Q19606530>
['Valentin Valentin'],http://dbpedia.org/resource/Valentin_Valentin,<http://www.wikidata.org/entity/Q19609036>
['Vingt et une nuits avec Pattie'],http://dbpedia.org/resource/21_Nights_with_Pattie,<http://www.wikidata.org/entity/Q19609043>
['Nous venons en amis'],http://dbpedia.org/resource/We_Come_as_Friends,<http://www.wikidata.org/entity/Q17034564>
"[""L'Ornithologue""]",http://dbpedia.org/resource/The_Ornithologist_(film),<http://www.wikidata.org/entity/Q17040489>
"['Camus, Sartre : une amitié déchirée']",vide,<http://www.wikidata.org/entity/Q17175531>
['Aferim!'],http://dbpedia.org/resource/Aferim!,<http://www.wikidata.org/entity/Q18959331>
['Mon fils'],http://dbpedia.org/resource/A_Borrowed_Identity,<http://www.wikidata.org/entity/Q19362856>
"[""L'Assistant""]",vide,<http://www.wikidata.org/entity/Q19606514>
"['D-Day, Normandie 1944']",vide,<http://www.wikidata.org/entity/Q19608818>
['Q20653248'],http://dbpedia.org/resource/The_Model_(film),<http://www.wikidata.org/entity/Q20653248>
['Q20751324'],http://dbpedia.org/resource/Heart_of_a_Dog_(2015_film),<http://www.wikidata.org/entity/Q20751324>
['Q20756747'],vide,<http://www.wikidata.org/entity/Q20756747>
['Q20871734'],vide,<http://www.wikidata.org/entity/Q20871734>
['Q20899407'],http://dbpedia.org/resource/Campo_Grande_(film),<http://www.wikidata.org/entity/Q20899407>
['Évolution'],http://dbpedia.org/resource/Evolution_(2015_film),<http://www.wikidata.org/entity/Q20856888>
['Lolo'],http://dbpedia.org/resource/Lolo_(film),<http://www.wikidata.org/entity/Q20720682>
['Seven Sisters'],http://dbpedia.org/resource/What_Happened_to_Monday,<http://www.wikidata.org/entity/Q20814900>
['Frenzy'],http://dbpedia.org/resource/Frenzy_(2015_film),<http://www.wikidata.org/entity/Q20751322>
['Sangue del mio sangue'],http://dbpedia.org/resource/Blood_of_My_Blood_(2015_film),<http://www.wikidata.org/entity/Q20751313>
"[""L'Hermine""]",http://dbpedia.org/resource/Courted_(film),<http://www.wikidata.org/entity/Q20743653>
['Floride'],http://dbpedia.org/resource/Floride_(film),<http://www.wikidata.org/entity/Q20718321>
['En mai'],http://dbpedia.org/resource/Come_What_May_(film),<http://www.wikidata.org/entity/Q20715660>
['Antigang'],http://dbpedia.org/resource/The_Squad_(2015_film),<http://www.wikidata.org/entity/Q20724312>
['Les Chaises musicales'],vide,<http://www.wikidata.org/entity/Q20724384>
['Béhémoth - Le Dragon noir'],http://dbpedia.org/resource/Behemoth_(2015_film),<http://www.wikidata.org/entity/Q20751312>
['Un plus une'],http://dbpedia.org/resource/Un_plus_une,<http://www.wikidata.org/entity/Q20751350>
['Opération Anthropoid'],http://dbpedia.org/resource/Anthropoid_(film),<http://www.wikidata.org/entity/Q20814438>
['Maintenant ils peuvent venir'],http://dbpedia.org/resource/Let_Them_Come,<http://www.wikidata.org/entity/Q20899486>
"[""L'Europe autour de l'Europe""]",http://dbpedia.org/resource/The_Enemy_Within_(2013_film),<http://www.wikidata.org/entity/Q20814807>
['Des Apaches'],vide,<http://www.wikidata.org/entity/Q20724475>
['Per amor vostro'],http://dbpedia.org/resource/Per_amor_vostro,<http://www.wikidata.org/entity/Q20751337>
['Les Chevaliers Blancs'],http://dbpedia.org/resource/The_White_Knights,<http://www.wikidata.org/entity/Q20814903>
['Coup de chaud'],http://dbpedia.org/resource/Heat_Wave_(2015_film),<http://www.wikidata.org/entity/Q20830773>
"[""Le Dernier Jour d'Yitzhak Rabin""]","http://dbpedia.org/resource/Rabin,_the_Last_Day",<http://www.wikidata.org/entity/Q20751349>
"[""À la découverte de l'Aïd al-Adha""]",http://dbpedia.org/resource/À_la_découverte_de_l'Aïd_al-Adha,<http://www.wikidata.org/entity/Q20724288>
['Amis publics'],http://dbpedia.org/resource/Amis_publics,<http://www.wikidata.org/entity/Q20724305>
['American Nightmare 3'],http://dbpedia.org/resource/The_Purge:_Election_Year,<http://www.wikidata.org/entity/Q20724304>
['La Dernière Leçon'],http://dbpedia.org/resource/The_Final_Lesson,<http://www.wikidata.org/entity/Q20814523>
['Q20962282'],vide,<http://www.wikidata.org/entity/Q20962282>
['Une Vie'],http://dbpedia.org/resource/A_Woman's_Life_(film),<http://www.wikidata.org/entity/Q20899743>
['Babai'],http://dbpedia.org/resource/Babai_(film),<http://www.wikidata.org/entity/Q20972651>
['Fever'],vide,<http://www.wikidata.org/entity/Q21009121>
['À fond'],vide,<http://www.wikidata.org/entity/Q20971320>
['La Dune'],http://dbpedia.org/resource/The_Dune_(film),<http://www.wikidata.org/entity/Q20972530>
['Faut pas lui dire'],http://dbpedia.org/resource/Don't_Tell_Her,<http://www.wikidata.org/entity/Q21007624>
['Les Derniers Hommes éléphants'],http://dbpedia.org/resource/Last_of_the_Elephant_Men,<http://www.wikidata.org/entity/Q21008312>
['Francofonia'],http://dbpedia.org/resource/Francofonia,<http://www.wikidata.org/entity/Q20900281>
['One Deep Breath'],http://dbpedia.org/resource/One_Deep_Breath_(film),<http://www.wikidata.org/entity/Q20972535>
['Keeper'],http://dbpedia.org/resource/Keeper_(film),<http://www.wikidata.org/entity/Q20962696>
['Le Chercheur inquiet'],vide,<http://www.wikidata.org/entity/Q20972509>
['West Coast'],vide,<http://www.wikidata.org/entity/Q20971956>
['Cézanne et moi'],http://dbpedia.org/resource/Cézanne_and_I,<http://www.wikidata.org/entity/Q21008124>
['Premiers crus'],vide,<http://www.wikidata.org/entity/Q21007633>
"[""L'Étudiante et Monsieur Henri""]",http://dbpedia.org/resource/The_Student_and_Mister_Henri,<http://www.wikidata.org/entity/Q21009118>
['Retour chez ma mère'],http://dbpedia.org/resource/Back_to_Mom's,<http://www.wikidata.org/entity/Q20899744>
['Dior et moi'],http://dbpedia.org/resource/Dior_and_I,<http://www.wikidata.org/entity/Q20993872>
['Au plus près du soleil'],http://dbpedia.org/resource/Au_plus_près_du_Soleil,<http://www.wikidata.org/entity/Q21007579>
['Brice 3'],http://dbpedia.org/resource/Brice_3,<http://www.wikidata.org/entity/Q21008063>
['Le Cabanon rose'],vide,<http://www.wikidata.org/entity/Q21008073>
['Je compte sur vous'],vide,<http://www.wikidata.org/entity/Q21009166>
['Démocratie année zéro'],vide,<http://www.wikidata.org/entity/Q20972510>
['Un jour mon prince'],http://dbpedia.org/resource/Un_jour_mon_prince,<http://www.wikidata.org/entity/Q20899746>
['Valérian et la Cité des mille planètes'],http://dbpedia.org/resource/Valerian_and_the_City_of_a_Thousand_Planets,<http://www.wikidata.org/entity/Q20926273>
['Neruda'],http://dbpedia.org/resource/Neruda_(film),<http://www.wikidata.org/entity/Q23924670>
['La Danseuse'],http://dbpedia.org/resource/The_Dancer_(2016_film),<http://www.wikidata.org/entity/Q23768068>
['Mobile Étoile'],http://dbpedia.org/resource/Night_Song_(2016_film),<http://www.wikidata.org/entity/Q23899253>
['Soldat blanc'],vide,<http://www.wikidata.org/entity/Q23899908>
['Fais de beaux rêves'],http://dbpedia.org/resource/Sweet_Dreams_(2016_film),<http://www.wikidata.org/entity/Q23925032>
['Un homme à la hauteur'],http://dbpedia.org/resource/Up_for_Love,<http://www.wikidata.org/entity/Q23823652>
"['Deux Rémi, deux']",vide,<http://www.wikidata.org/entity/Q23899175>
"['T4, un médecin sous le nazisme']",vide,<http://www.wikidata.org/entity/Q23816039>
['Personal Shopper'],http://dbpedia.org/resource/Personal_Shopper,<http://www.wikidata.org/entity/Q23823461>
['Pericle il nero'],http://dbpedia.org/resource/Pericle_(film),<http://www.wikidata.org/entity/Q23838441>
"['Moi, Daniel Blake']","http://dbpedia.org/resource/I,_Daniel_Blake",<http://www.wikidata.org/entity/Q23823458>
['Marie et les Naufragés'],vide,<http://www.wikidata.org/entity/Q23899211>
"[""Tant qu'il nous reste des fusils à pompe""]",vide,<http://www.wikidata.org/entity/Q23899183>
['Suite armoricaine'],vide,<http://www.wikidata.org/entity/Q23899190>
"[""L'Économie du couple""]",http://dbpedia.org/resource/After_Love_(2016_film),<http://www.wikidata.org/entity/Q23894716>
['Demain tout commence'],http://dbpedia.org/resource/Two_Is_a_Family,<http://www.wikidata.org/entity/Q23899238>
"[""La Sociologue et l'Ourson""]",vide,<http://www.wikidata.org/entity/Q23899242>
['Q17747515'],vide,<http://www.wikidata.org/entity/Q17747515>
['Q18111970'],http://dbpedia.org/resource/Don't_Breathe_(2014_film),<http://www.wikidata.org/entity/Q18111970>
['Q18205960'],http://dbpedia.org/resource/Eyes_of_a_Thief,<http://www.wikidata.org/entity/Q18205960>
['Flore'],vide,<http://www.wikidata.org/entity/Q18289440>
['Back Home'],http://dbpedia.org/resource/Louder_Than_Bombs_(film),<http://www.wikidata.org/entity/Q18151930>
['La Vallée'],http://dbpedia.org/resource/The_Valley_(2014_film),<http://www.wikidata.org/entity/Q18170614>
['Brooklyn'],vide,<http://www.wikidata.org/entity/Q18214225>
"[""L'Institutrice""]",http://dbpedia.org/resource/The_Kindergarten_Teacher_(2014_film),<http://www.wikidata.org/entity/Q18214949>
['Viktor'],http://dbpedia.org/resource/Viktor_(film),<http://www.wikidata.org/entity/Q18202567>
['Fils de'],vide,<http://www.wikidata.org/entity/Q18289434>
['Q21468403'],vide,<http://www.wikidata.org/entity/Q21468403>
['Q21468405'],vide,<http://www.wikidata.org/entity/Q21468405>
['Q21694634'],vide,<http://www.wikidata.org/entity/Q21694634>
['Q22001233'],vide,<http://www.wikidata.org/entity/Q22001233>
['Alaska'],http://dbpedia.org/resource/Alaska_(2015_film),<http://www.wikidata.org/entity/Q21795364>
['Félix et les Loups'],vide,<http://www.wikidata.org/entity/Q21512676>
['Dunkerque'],http://dbpedia.org/resource/Dunkirk_(2017_film),<http://www.wikidata.org/entity/Q21935651>
['Repas de famille'],vide,<http://www.wikidata.org/entity/Q22000554>
['A Bigger Splash'],http://dbpedia.org/resource/A_Bigger_Splash_(2015_film),<http://www.wikidata.org/entity/Q18202448>
['1001 grammes'],http://dbpedia.org/resource/1001_Grams,<http://www.wikidata.org/entity/Q17988542>
['Blind Massage'],http://dbpedia.org/resource/Blind_Massage,<http://www.wikidata.org/entity/Q18228411>
['Le Convoi'],vide,<http://www.wikidata.org/entity/Q22000135>
['Amor'],vide,<http://www.wikidata.org/entity/Q21511492>
['A United Kingdom'],http://dbpedia.org/resource/A_United_Kingdom,<http://www.wikidata.org/entity/Q21528200>
['Les Filles au Moyen Âge'],vide,<http://www.wikidata.org/entity/Q22000291>
['Maintenant ou jamais'],vide,<http://www.wikidata.org/entity/Q18215219>
['Demain'],http://dbpedia.org/resource/Tomorrow_(2015_film),<http://www.wikidata.org/entity/Q21855700>
['Sauvages'],http://dbpedia.org/resource/Couple_in_a_Hole,<http://www.wikidata.org/entity/Q22000142>
['Une histoire birmane'],vide,<http://www.wikidata.org/entity/Q21428090>
['We Are Your Friends'],http://dbpedia.org/resource/We_Are_Your_Friends_(film),<http://www.wikidata.org/entity/Q18010765>
['Men Who Save the World'],http://dbpedia.org/resource/Men_Who_Save_the_World,<http://www.wikidata.org/entity/Q18170190>
['Les gens du Monde'],vide,<http://www.wikidata.org/entity/Q18214821>
['Le Garçon invisible'],http://dbpedia.org/resource/The_Invisible_Boy_(2014_film),<http://www.wikidata.org/entity/Q18288947>
['Happy End'],http://dbpedia.org/resource/Happy_End_(2017_film),<http://www.wikidata.org/entity/Q22000321>
['Les Tuche 2'],http://dbpedia.org/resource/Les_Tuche_2,<http://www.wikidata.org/entity/Q21428079>
['Dégradé'],http://dbpedia.org/resource/Dégradé,<http://www.wikidata.org/entity/Q21775718>
"[""Je vous souhaite d'être follement aimée""]",http://dbpedia.org/resource/Looking_for_Her,<http://www.wikidata.org/entity/Q22000370>
['Tokyo Fiancée'],http://dbpedia.org/resource/Tokyo_Fiancée_(film),<http://www.wikidata.org/entity/Q18170536>
['Gaz de France'],vide,<http://www.wikidata.org/entity/Q22000314>
"[""Quelqu'un d'extraordinaire""]",http://dbpedia.org/resource/An_Extraordinary_Person,<http://www.wikidata.org/entity/Q21428317>
['Le Goût des merveilles'],http://dbpedia.org/resource/The_Sense_of_Wonder,<http://www.wikidata.org/entity/Q21646521>
"[""Chant d'hiver""]",vide,<http://www.wikidata.org/entity/Q21648696>
['La Vie pure'],vide,<http://www.wikidata.org/entity/Q21648883>
"[""Bang Gang (une histoire d'amour moderne)""]",http://dbpedia.org/resource/Bang_Gang_(A_Modern_Love_Story),<http://www.wikidata.org/entity/Q22000093>
['House of Time'],vide,<http://www.wikidata.org/entity/Q22000344>
['Night Fare'],http://dbpedia.org/resource/Night_Fare,<http://www.wikidata.org/entity/Q22000474>
['The Smell of Us'],http://dbpedia.org/resource/The_Smell_of_Us,<http://www.wikidata.org/entity/Q18154116>
['Mediterranea'],http://dbpedia.org/resource/Mediterranea_(film),<http://www.wikidata.org/entity/Q19824788>
['Maryland'],http://dbpedia.org/resource/Disorder_(2015_film),<http://www.wikidata.org/entity/Q19824786>
['Mustang'],http://dbpedia.org/resource/Mustang_(film),<http://www.wikidata.org/entity/Q19824796>
['Amnesia'],http://dbpedia.org/resource/Amnesia_(2015_film),<http://www.wikidata.org/entity/Q19824581>
['The Neon Demon'],http://dbpedia.org/resource/The_Neon_Demon,<http://www.wikidata.org/entity/Q19750881>
['Les Délices de Tokyo'],http://dbpedia.org/resource/Sweet_Bean,<http://www.wikidata.org/entity/Q19840877>
['Les Anarchistes'],http://dbpedia.org/resource/Les_Anarchistes,<http://www.wikidata.org/entity/Q19824582>
['Mon roi'],http://dbpedia.org/resource/Mon_Roi,<http://www.wikidata.org/entity/Q19798030>
['La Belle Saison'],http://dbpedia.org/resource/Summertime_(2015_film),<http://www.wikidata.org/entity/Q19824750>
"[""La Terre et l'Ombre""]",http://dbpedia.org/resource/Land_and_Shade,<http://www.wikidata.org/entity/Q19824753>
['Valley of Love'],http://dbpedia.org/resource/Valley_of_Love,<http://www.wikidata.org/entity/Q19692074>
"[""J'avancerai vers toi avec les yeux d'un sourd""]",vide,<http://www.wikidata.org/entity/Q19819367>
['La Vie en grand'],http://dbpedia.org/resource/Learn_by_Heart,<http://www.wikidata.org/entity/Q19824756>
['Mia madre'],http://dbpedia.org/resource/Mia_Madre,<http://www.wikidata.org/entity/Q19800919>
['Q24034529'],http://dbpedia.org/resource/Marithé_+_François_=_Girbaud,<http://www.wikidata.org/entity/Q24034529>
['Q24597982'],vide,<http://www.wikidata.org/entity/Q24597982>
['Harmonium'],http://dbpedia.org/resource/Harmonium_(film),<http://www.wikidata.org/entity/Q23925052>
['Q24661957'],vide,<http://www.wikidata.org/entity/Q24661957>
['Q24705493'],vide,<http://www.wikidata.org/entity/Q24705493>
['Q24707832'],vide,<http://www.wikidata.org/entity/Q24707832>
['Q24707919'],vide,<http://www.wikidata.org/entity/Q24707919>
['Q24717141'],vide,<http://www.wikidata.org/entity/Q24717141>
['Les Vies de Thérèse'],http://dbpedia.org/resource/The_Lives_of_Thérèse,<http://www.wikidata.org/entity/Q24198620>
['Dogs'],http://dbpedia.org/resource/Dogs_(2016_film),<http://www.wikidata.org/entity/Q23925051>
['Dans les forêts de Sibérie'],http://dbpedia.org/resource/In_the_Forests_of_Siberia,<http://www.wikidata.org/entity/Q24346520>
['Belmondo par Belmondo'],vide,<http://www.wikidata.org/entity/Q24660140>
"[""Stefan Zweig, adieu l'Europe""]",http://dbpedia.org/resource/Stefan_Zweig:_Farewell_to_Europe,<http://www.wikidata.org/entity/Q24263770>
"[""L'Effet aquatique""]",http://dbpedia.org/resource/The_Aquatic_Effect,<http://www.wikidata.org/entity/Q23925080>
['Madame Courage'],http://dbpedia.org/resource/Madame_Courage,<http://www.wikidata.org/entity/Q24034473>
['Des locaux très motivés'],vide,<http://www.wikidata.org/entity/Q24211447>
['Free to Run'],vide,<http://www.wikidata.org/entity/Q24629895>
['L’intérêt général et moi'],vide,<http://www.wikidata.org/entity/Q24706316>
['Revenger'],http://dbpedia.org/resource/The_Assignment_(2016_film),<http://www.wikidata.org/entity/Q23939762>
['La Forêt de Quinconces'],http://dbpedia.org/resource/Fool_Moon_(film),<http://www.wikidata.org/entity/Q23984335>
['De toutes mes forces'],http://dbpedia.org/resource/De_toutes_mes_forces,<http://www.wikidata.org/entity/Q24806985>
['Saigneurs'],vide,<http://www.wikidata.org/entity/Q24763404>
['Vicky'],vide,<http://www.wikidata.org/entity/Q22131905>
['Seuls'],vide,<http://www.wikidata.org/entity/Q22944613>
['Le Fils de Joseph'],http://dbpedia.org/resource/The_Son_of_Joseph,<http://www.wikidata.org/entity/Q23012911>
['Jackie'],http://dbpedia.org/resource/Jackie_(2016_film),<http://www.wikidata.org/entity/Q22350767>
['Le prix de la fiancée'],vide,<http://www.wikidata.org/entity/Q22231293>
"[""L'Idéal""]",vide,<http://www.wikidata.org/entity/Q22944731>
"[""Jeannette, l'enfance de Jeanne d'Arc""]",http://dbpedia.org/resource/Jeannette:_The_Childhood_of_Joan_of_Arc,<http://www.wikidata.org/entity/Q22944606>
['Submergence'],http://dbpedia.org/resource/Submergence_(film),<http://www.wikidata.org/entity/Q23013172>
['100 Years'],http://dbpedia.org/resource/100_Years_(film),<http://www.wikidata.org/entity/Q22917333>
"[""C'est l'amour""]",vide,<http://www.wikidata.org/entity/Q23021150>
['Foujita'],vide,<http://www.wikidata.org/entity/Q22125488>
['Kalo Pothi'],http://dbpedia.org/resource/The_Black_Hen,<http://www.wikidata.org/entity/Q22205414>
['La Dormeuse Duval'],http://dbpedia.org/resource/La_Dormeuse_Duval,<http://www.wikidata.org/entity/Q23047125>
['La Marcheuse'],vide,<http://www.wikidata.org/entity/Q22572886>
"[""Ce sentiment de l'été""]",http://dbpedia.org/resource/This_Summer_Feeling,<http://www.wikidata.org/entity/Q22683674>
['Le Dernier Gaulois'],vide,<http://www.wikidata.org/entity/Q22248324>
['Miss Sloane'],http://dbpedia.org/resource/Miss_Sloane,<http://www.wikidata.org/entity/Q22350785>
['Éperdument'],http://dbpedia.org/resource/Down_by_Love,<http://www.wikidata.org/entity/Q23044919>
['Fuocoammare'],http://dbpedia.org/resource/Fire_at_Sea,<http://www.wikidata.org/entity/Q22238173>
['Au nom de ma fille'],http://dbpedia.org/resource/Kalinka_(film),<http://www.wikidata.org/entity/Q22247982>
['Adopte un veuf'],http://dbpedia.org/resource/Roommates_Wanted,<http://www.wikidata.org/entity/Q22672807>
['HHhH'],http://dbpedia.org/resource/The_Man_with_the_Iron_Heart_(film),<http://www.wikidata.org/entity/Q23003015>
['Adieu Mandalay'],http://dbpedia.org/resource/The_Road_to_Mandalay_(2016_film),<http://www.wikidata.org/entity/Q22098509>
['Le Frigo'],vide,<http://www.wikidata.org/entity/Q22248728>
"[""Inferno d'August Strindberg""]",vide,<http://www.wikidata.org/entity/Q22337780>
['Des nouvelles de la planète Mars'],http://dbpedia.org/resource/News_from_Planet_Mars,<http://www.wikidata.org/entity/Q22811446>
['Q19954943'],http://dbpedia.org/resource/Winter_Buoy,<http://www.wikidata.org/entity/Q19954943>
['Q19998687'],vide,<http://www.wikidata.org/entity/Q19998687>
['Marseille'],http://dbpedia.org/resource/Marseille_(2016_film),<http://www.wikidata.org/entity/Q19947570>
['En quête de sens'],vide,<http://www.wikidata.org/entity/Q19999942>
['La Dream Team'],vide,<http://www.wikidata.org/entity/Q19952372>
['Kickback'],vide,<http://www.wikidata.org/entity/Q20001782>
['Être'],vide,<http://www.wikidata.org/entity/Q19999971>
['Oppression'],http://dbpedia.org/resource/Shut_In_(2016_film),<http://www.wikidata.org/entity/Q19961230>
['Les Châteaux de sable'],http://dbpedia.org/resource/Les_Châteaux_de_sable,<http://www.wikidata.org/entity/Q19952096>
['Le Cousin Jules'],vide,<http://www.wikidata.org/entity/Q19952251>
"[""À court d'enfants""]",vide,<http://www.wikidata.org/entity/Q19951583>
['Ady Gasy'],vide,<http://www.wikidata.org/entity/Q19952797>
['La Fille inconnue'],http://dbpedia.org/resource/The_Unknown_Girl,<http://www.wikidata.org/entity/Q19955845>
['Q18410195'],http://dbpedia.org/resource/Yalom's_Cure,<http://www.wikidata.org/entity/Q18410195>
['Vie sauvage'],http://dbpedia.org/resource/Wild_Life_(2014_film),<http://www.wikidata.org/entity/Q18413740>
['Le Paradis'],vide,<http://www.wikidata.org/entity/Q18346614>
['Cosmos'],http://dbpedia.org/resource/Cosmos_(2015_film),<http://www.wikidata.org/entity/Q19879566>
"[""Chante ton bac d'abord""]",vide,<http://www.wikidata.org/entity/Q18399679>
"[""Un nuage dans un verre d'eau""]",vide,<http://www.wikidata.org/entity/Q18413686>
['Le talent de mes amis'],vide,<http://www.wikidata.org/entity/Q18414539>
"[""L'Odyssée""]",http://dbpedia.org/resource/The_Odyssey_(film),<http://www.wikidata.org/entity/Q21009254>
['Merci Patron !'],http://dbpedia.org/resource/Merci_patron!,<http://www.wikidata.org/entity/Q21009233>
['Une histoire américaine'],vide,<http://www.wikidata.org/entity/Q21009514>
['Chez nous'],http://dbpedia.org/resource/This_Is_Our_Land,<http://www.wikidata.org/entity/Q23767901>
['Le Départ'],vide,<http://www.wikidata.org/entity/Q23541383>
['Altamira'],http://dbpedia.org/resource/Altamira_(film),<http://www.wikidata.org/entity/Q23759130>
['Réalité'],http://dbpedia.org/resource/Reality_(2014_film),<http://www.wikidata.org/entity/Q18434835>
['Northern Soul'],http://dbpedia.org/resource/Northern_Soul_(film),<http://www.wikidata.org/entity/Q18354902>
"[""Belle et Sébastien, l'aventure continue""]",http://dbpedia.org/resource/Belle_&_Sebastian:_The_Adventure_Continues,<http://www.wikidata.org/entity/Q18578232>
['Ni le ciel ni la terre'],http://dbpedia.org/resource/The_Wakhan_Front,<http://www.wikidata.org/entity/Q19842994>
['Much Loved'],http://dbpedia.org/resource/Much_Loved,<http://www.wikidata.org/entity/Q19894499>
"[""L'Odeur de la mandarine""]",http://dbpedia.org/resource/L'Odeur_de_la_mandarine,<http://www.wikidata.org/entity/Q21009253>
['Sous X'],vide,<http://www.wikidata.org/entity/Q21009443>
['La Montagne magique'],vide,<http://www.wikidata.org/entity/Q21009240>
['Une heure de tranquillité'],http://dbpedia.org/resource/Do_Not_Disturb_(2014_film),<http://www.wikidata.org/entity/Q18413699>
['Babysitting 2'],http://dbpedia.org/resource/Babysitting_2,<http://www.wikidata.org/entity/Q18610820>
['Une mère'],vide,<http://www.wikidata.org/entity/Q21009516>
['Chronic'],http://dbpedia.org/resource/Chronic_(film),<http://www.wikidata.org/entity/Q19847366>
['Certifiée halal'],vide,<http://www.wikidata.org/entity/Q19885884>
['Le Trésor'],http://dbpedia.org/resource/The_Treasure_(2015_film),<http://www.wikidata.org/entity/Q19898063>
